               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  69,            0.021074,           0.0083308,           0.0026263,             0.97312,             0.97863,             0.98787,             0.73183,            0.017785,           0.0066974,           0.0021035,           0.0030888,           0.0030888,           0.0030888
                  70,            0.020884,           0.0082283,           0.0024768,             0.97492,             0.97715,             0.98823,             0.73093,            0.017765,            0.006691,           0.0022105,           0.0029706,           0.0029706,           0.0029706
                  71,            0.020849,           0.0082944,           0.0028293,             0.98091,             0.96705,             0.98716,             0.72985,            0.017784,           0.0066882,           0.0022001,            0.002855,            0.002855,            0.002855
                  72,            0.020955,            0.008322,           0.0025573,             0.97607,             0.97516,             0.98544,             0.72874,            0.017765,           0.0066955,           0.0022949,           0.0027419,           0.0027419,           0.0027419
                  73,            0.020718,           0.0081451,           0.0026687,             0.97653,             0.97198,             0.98679,              0.7293,            0.017815,            0.006699,           0.0023294,           0.0026316,           0.0026316,           0.0026316
                  74,            0.020702,           0.0083496,           0.0025273,             0.97757,             0.97051,             0.98526,             0.72965,            0.017806,           0.0066976,           0.0022342,           0.0025241,           0.0025241,           0.0025241
                  75,            0.020618,           0.0081724,           0.0025267,             0.97691,             0.97298,             0.98763,             0.73012,             0.01777,           0.0066895,           0.0022949,           0.0024195,           0.0024195,           0.0024195
                  76,            0.020682,           0.0082867,           0.0025003,             0.97367,             0.97361,             0.98742,             0.72855,            0.017776,           0.0066851,           0.0022183,            0.002318,            0.002318,            0.002318
                  77,            0.020509,           0.0082127,           0.0023272,             0.96953,             0.97762,              0.9872,             0.72613,            0.017805,           0.0066988,            0.002207,           0.0022196,           0.0022196,           0.0022196
                  78,            0.020457,           0.0081521,            0.002395,             0.97916,             0.96493,             0.98495,             0.72757,            0.017799,           0.0066909,           0.0022866,           0.0021245,           0.0021245,           0.0021245
                  79,            0.020424,           0.0080973,           0.0022916,             0.97136,             0.97363,              0.9866,             0.73179,            0.017729,           0.0066657,           0.0023409,           0.0020327,           0.0020327,           0.0020327
                  80,            0.020308,           0.0081847,           0.0021515,             0.96968,             0.97145,             0.98388,              0.7309,            0.017739,           0.0066597,           0.0023722,           0.0019443,           0.0019443,           0.0019443
                  81,             0.02048,           0.0081526,           0.0022262,               0.974,             0.96857,             0.98364,             0.72922,            0.017744,           0.0066597,           0.0023322,           0.0018594,           0.0018594,           0.0018594
                  82,            0.020221,           0.0081365,           0.0022112,             0.97588,             0.96971,             0.98434,              0.7255,            0.017806,            0.006672,           0.0023169,           0.0017781,           0.0017781,           0.0017781
                  83,            0.020274,           0.0080829,           0.0021084,             0.97136,             0.97427,             0.98673,              0.7274,            0.017807,           0.0066802,           0.0023281,           0.0017005,           0.0017005,           0.0017005
                  84,            0.020269,           0.0081034,           0.0020063,             0.97294,              0.9738,              0.9847,             0.72549,            0.017816,           0.0066831,           0.0023492,           0.0016267,           0.0016267,           0.0016267
                  85,            0.020085,           0.0081045,           0.0021188,             0.97363,             0.97461,             0.98629,             0.72635,            0.017806,           0.0066785,            0.002371,           0.0015566,           0.0015566,           0.0015566
                  86,            0.020319,           0.0081327,           0.0021709,             0.97363,             0.97173,             0.98574,             0.72645,            0.017779,           0.0066683,            0.002536,           0.0014905,           0.0014905,           0.0014905
                  87,            0.020155,           0.0080578,           0.0021356,             0.97441,              0.9733,             0.98604,             0.72667,            0.017762,           0.0066707,           0.0024451,           0.0014283,           0.0014283,           0.0014283
                  88,            0.020015,           0.0081334,           0.0021474,              0.9763,              0.9713,             0.98611,             0.72645,            0.017768,           0.0066643,           0.0024342,           0.0013701,           0.0013701,           0.0013701
                  89,            0.020066,           0.0080516,           0.0020273,             0.97437,             0.97037,             0.98416,             0.72698,            0.017787,           0.0066627,           0.0024316,            0.001316,            0.001316,            0.001316
                  90,            0.019876,           0.0079679,           0.0019286,             0.96858,             0.97379,             0.98404,             0.72711,            0.017825,           0.0066667,           0.0024797,            0.001266,            0.001266,            0.001266
                  91,            0.019971,           0.0079342,           0.0020869,             0.97337,              0.9744,             0.98538,             0.72806,            0.017832,           0.0066635,           0.0025218,           0.0012202,           0.0012202,           0.0012202
                  92,            0.019886,            0.008004,           0.0018893,             0.97412,             0.97376,             0.98536,             0.72564,            0.017843,           0.0066601,           0.0025647,           0.0011787,           0.0011787,           0.0011787
                  93,             0.01992,           0.0078864,           0.0018859,             0.97407,             0.97226,             0.98516,              0.7244,            0.017836,           0.0066602,           0.0025936,           0.0011414,           0.0011414,           0.0011414
                  94,            0.019894,           0.0080342,           0.0018763,             0.97591,             0.96905,             0.98523,             0.72557,            0.017831,           0.0066611,           0.0026414,           0.0011084,           0.0011084,           0.0011084
                  95,             0.01983,           0.0079034,           0.0019171,             0.97466,             0.96968,             0.98501,             0.72555,            0.017829,           0.0066572,           0.0026489,           0.0010797,           0.0010797,           0.0010797
                  96,            0.019765,           0.0079313,           0.0019312,             0.97724,             0.96548,             0.98532,             0.72562,            0.017836,           0.0066477,           0.0026514,           0.0010554,           0.0010554,           0.0010554
                  97,            0.019741,           0.0080151,           0.0019561,              0.9741,             0.96886,             0.98495,             0.72551,            0.017857,           0.0066487,           0.0026808,           0.0010355,           0.0010355,           0.0010355
                  98,            0.019763,           0.0079995,           0.0018379,             0.97169,             0.97268,             0.98533,             0.72649,             0.01785,           0.0066541,           0.0027225,             0.00102,             0.00102,             0.00102
                  99,            0.019758,           0.0079515,           0.0018148,              0.9698,             0.97163,             0.98503,             0.72596,            0.017845,           0.0066541,           0.0027599,           0.0010089,           0.0010089,           0.0010089
