               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  50,            0.022382,           0.0087732,           0.0035942,             0.97533,             0.97181,              0.9875,             0.71904,            0.018152,           0.0068539,           0.0023676,           0.0056413,           0.0056413,           0.0056413
                  51,            0.022285,           0.0087395,           0.0035529,             0.97365,             0.97834,             0.98954,             0.72431,            0.018036,           0.0068337,           0.0022687,              0.0055,              0.0055,              0.0055
                  52,            0.022213,           0.0086942,           0.0033238,             0.97901,             0.97479,             0.98919,             0.72219,             0.01808,            0.006853,           0.0022672,           0.0053587,           0.0053587,           0.0053587
                  53,            0.022131,           0.0086656,           0.0031821,             0.97564,             0.97935,             0.98936,             0.72277,            0.018028,           0.0068313,           0.0022357,           0.0052174,           0.0052174,           0.0052174
                  54,            0.022223,           0.0086537,           0.0033585,             0.97099,             0.97304,             0.98735,             0.72616,            0.018142,           0.0068707,           0.0023699,           0.0050765,           0.0050765,           0.0050765
                  55,            0.021958,           0.0087192,           0.0032241,              0.9791,             0.97369,             0.98891,             0.72522,            0.018025,            0.006829,           0.0021228,            0.004936,            0.004936,            0.004936
                  56,            0.021857,           0.0085987,           0.0032413,             0.97167,             0.97669,             0.98739,             0.72847,            0.017923,           0.0067732,           0.0022939,            0.004796,            0.004796,            0.004796
                  57,            0.021696,           0.0085067,           0.0030569,             0.97697,             0.97378,             0.98737,             0.72666,            0.017939,           0.0067847,           0.0022167,           0.0046568,           0.0046568,           0.0046568
                  58,            0.021799,           0.0085738,           0.0033096,             0.97016,             0.98362,             0.98954,             0.72954,            0.017806,           0.0068008,           0.0021939,           0.0045184,           0.0045184,           0.0045184
                  59,            0.021585,           0.0084997,           0.0031985,             0.97079,             0.97782,               0.988,              0.7268,             0.01791,           0.0068128,           0.0023337,           0.0043809,           0.0043809,           0.0043809
                  60,            0.021731,           0.0086018,           0.0030794,             0.97453,             0.97689,              0.9888,             0.72707,            0.017869,           0.0067743,           0.0022839,           0.0042445,           0.0042445,           0.0042445
                  61,             0.02169,           0.0084798,           0.0031738,             0.97209,             0.97463,             0.98745,             0.72494,            0.017908,            0.006756,           0.0023887,           0.0041094,           0.0041094,           0.0041094
                  62,            0.021487,           0.0085278,            0.002908,             0.97449,             0.97577,             0.98715,             0.72802,            0.017858,           0.0067369,           0.0023441,           0.0039757,           0.0039757,           0.0039757
                  63,            0.021261,           0.0084869,           0.0029219,             0.97088,             0.98123,             0.98869,             0.72756,            0.017862,           0.0067564,           0.0022419,           0.0038434,           0.0038434,           0.0038434
                  64,            0.021558,           0.0084062,           0.0028117,             0.97465,             0.97892,             0.98836,             0.72451,            0.017836,           0.0067466,           0.0022332,           0.0037128,           0.0037128,           0.0037128
                  65,            0.021344,           0.0084274,           0.0030317,             0.97775,             0.97478,             0.98734,             0.72661,            0.017857,           0.0067476,           0.0023119,            0.003584,            0.003584,            0.003584
                  66,            0.021421,           0.0083775,           0.0031495,             0.97408,             0.97728,             0.98743,             0.72493,            0.017923,           0.0067655,           0.0022647,            0.003457,            0.003457,            0.003457
                  67,            0.021163,           0.0083388,           0.0029428,             0.97784,             0.96574,             0.98589,             0.72499,            0.017889,           0.0067481,             0.00241,           0.0033321,           0.0033321,           0.0033321
                  68,            0.021225,           0.0083997,           0.0026207,             0.97593,             0.97589,             0.98592,             0.72543,            0.017854,           0.0067356,           0.0022989,           0.0032093,           0.0032093,           0.0032093
                  69,            0.021136,           0.0082924,           0.0027016,             0.97787,             0.96906,             0.98525,             0.72977,            0.017841,           0.0067257,            0.002386,           0.0030888,           0.0030888,           0.0030888
