               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  35,            0.023726,           0.0090926,           0.0040484,             0.97013,             0.97481,             0.98732,             0.70995,            0.018892,           0.0070295,           0.0023907,           0.0076679,           0.0076679,           0.0076679
                  36,            0.023579,           0.0091237,           0.0041041,             0.97787,             0.97224,             0.98711,             0.71801,            0.018492,            0.006993,           0.0023502,            0.007543,            0.007543,            0.007543
                  37,            0.023439,           0.0089275,           0.0040474,             0.97559,              0.9706,             0.98613,             0.71633,            0.018611,           0.0070411,           0.0023364,            0.007416,            0.007416,            0.007416
                  38,            0.023366,             0.00897,            0.003986,              0.9746,             0.96835,             0.98908,             0.72155,            0.018394,           0.0069825,           0.0024032,           0.0072872,           0.0072872,           0.0072872
                  39,            0.023088,           0.0089794,           0.0039485,             0.97514,              0.9739,             0.98723,             0.71896,            0.018487,           0.0069427,            0.002461,           0.0071566,           0.0071566,           0.0071566
                  40,            0.022944,           0.0088956,           0.0040262,             0.96903,             0.97968,             0.98797,             0.71831,            0.018262,           0.0069532,           0.0023347,           0.0070243,           0.0070243,           0.0070243
                  41,            0.023085,           0.0088842,           0.0038626,             0.97261,             0.97693,             0.98776,             0.71944,            0.018434,           0.0069613,           0.0023626,           0.0068906,           0.0068906,           0.0068906
                  42,            0.022988,           0.0088359,           0.0036653,             0.97023,             0.97488,             0.98796,             0.72001,              0.0183,           0.0068909,           0.0023889,           0.0067555,           0.0067555,           0.0067555
                  43,            0.022848,           0.0089042,           0.0038538,             0.97802,              0.9674,              0.9872,             0.72142,            0.018134,           0.0068704,           0.0025026,           0.0066191,           0.0066191,           0.0066191
                  44,              0.0227,           0.0087971,           0.0038553,             0.97056,             0.97937,             0.98521,             0.71702,            0.018249,           0.0068852,           0.0022667,           0.0064816,           0.0064816,           0.0064816
                  45,            0.022891,           0.0087505,           0.0039759,             0.97683,             0.97481,             0.98728,             0.72506,            0.018208,           0.0068629,           0.0021169,           0.0063432,           0.0063432,           0.0063432
                  46,            0.022546,           0.0087927,           0.0036612,             0.97597,             0.97234,             0.98835,             0.72084,            0.018235,           0.0068859,           0.0022717,            0.006204,            0.006204,            0.006204
                  47,            0.022774,           0.0087923,           0.0036142,             0.97158,             0.97978,             0.98833,             0.72035,            0.018267,           0.0068936,           0.0022964,            0.006064,            0.006064,            0.006064
                  48,            0.022684,           0.0088414,           0.0036954,             0.97113,             0.97829,             0.98781,             0.72124,            0.018056,           0.0068482,           0.0022161,           0.0059235,           0.0059235,           0.0059235
                  49,            0.022293,           0.0086693,           0.0035613,              0.9751,             0.97599,              0.9881,             0.71822,            0.018196,           0.0068439,            0.002173,           0.0057826,           0.0057826,           0.0057826
                  50,            0.022235,           0.0086232,           0.0036658,             0.97866,             0.97443,             0.98852,             0.72448,            0.018131,           0.0068463,           0.0021196,           0.0056413,           0.0056413,           0.0056413
                  51,            0.022336,           0.0086698,           0.0034035,             0.97189,             0.97672,             0.98671,             0.72318,            0.018104,           0.0068186,           0.0022446,              0.0055,              0.0055,              0.0055
                  52,            0.022352,           0.0087531,           0.0035728,             0.97558,             0.98015,             0.98784,             0.72257,             0.01817,           0.0068302,           0.0021224,           0.0053587,           0.0053587,           0.0053587
                  53,             0.02237,            0.008669,           0.0034049,             0.97764,             0.97442,             0.98784,             0.72171,            0.018006,           0.0068211,           0.0022627,           0.0052174,           0.0052174,           0.0052174
