               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  75,            0.020645,           0.0082452,           0.0024654,             0.97546,             0.97133,             0.98714,             0.73362,            0.017724,           0.0066511,           0.0023695,           0.0024195,           0.0024195,           0.0024195
                  76,            0.020788,           0.0082687,           0.0023803,             0.96333,             0.98158,             0.98607,             0.72965,            0.017807,           0.0066849,           0.0024011,            0.002318,            0.002318,            0.002318
                  77,            0.020765,           0.0082035,           0.0026215,             0.96771,             0.97826,             0.98604,             0.73197,            0.017743,           0.0066563,            0.002457,           0.0022196,           0.0022196,           0.0022196
                  78,            0.020652,           0.0082419,           0.0024015,             0.97605,             0.96987,             0.98678,             0.73258,            0.017692,           0.0066684,           0.0024162,           0.0021245,           0.0021245,           0.0021245
                  79,            0.020524,           0.0081363,           0.0024307,             0.97314,             0.96996,             0.98651,             0.73145,            0.017682,             0.00666,           0.0023834,           0.0020327,           0.0020327,           0.0020327
                  80,            0.020339,           0.0081724,           0.0022233,             0.97369,             0.97323,             0.98593,             0.73031,            0.017701,           0.0066589,            0.002368,           0.0019443,           0.0019443,           0.0019443
                  81,            0.020609,           0.0081277,           0.0023267,             0.97457,             0.97401,             0.98505,             0.73189,            0.017668,           0.0066483,           0.0023891,           0.0018594,           0.0018594,           0.0018594
                  82,            0.020274,           0.0081146,           0.0023239,              0.9746,              0.9726,             0.98277,             0.73083,            0.017711,           0.0066549,           0.0024887,           0.0017781,           0.0017781,           0.0017781
                  83,            0.020378,           0.0081406,           0.0021931,             0.97078,             0.97634,             0.98291,             0.73001,            0.017728,           0.0066638,           0.0024768,           0.0017005,           0.0017005,           0.0017005
                  84,            0.020296,           0.0081618,           0.0021629,             0.97058,             0.97648,             0.98532,             0.73088,            0.017747,           0.0066599,           0.0024566,           0.0016267,           0.0016267,           0.0016267
                  85,            0.020321,            0.008093,           0.0022182,             0.97322,             0.97398,             0.98404,             0.73113,            0.017773,           0.0066572,           0.0024461,           0.0015566,           0.0015566,           0.0015566
                  86,            0.020216,           0.0082187,           0.0022802,              0.9707,             0.97565,             0.98512,             0.73163,            0.017788,           0.0066549,           0.0024532,           0.0014905,           0.0014905,           0.0014905
                  87,             0.02021,           0.0081634,           0.0020282,             0.97321,             0.97292,             0.98376,             0.73161,            0.017821,           0.0066557,           0.0025108,           0.0014283,           0.0014283,           0.0014283
                  88,            0.020256,            0.008003,           0.0021258,             0.97807,             0.96722,             0.98412,             0.73202,            0.017791,           0.0066477,           0.0024966,           0.0013701,           0.0013701,           0.0013701
                  89,            0.020055,           0.0080819,           0.0020844,               0.975,             0.96919,             0.98382,             0.73093,            0.017786,           0.0066496,           0.0025804,            0.001316,            0.001316,            0.001316
                  90,            0.019892,           0.0082421,           0.0019057,             0.97552,              0.9661,             0.98173,             0.73018,            0.017775,           0.0066449,           0.0025839,            0.001266,            0.001266,            0.001266
                  91,            0.020149,           0.0081427,           0.0020642,             0.96798,             0.97325,              0.9814,             0.73077,            0.017804,           0.0066506,           0.0025995,           0.0012202,           0.0012202,           0.0012202
                  92,            0.020126,           0.0079392,           0.0020525,             0.96763,             0.97539,             0.98472,             0.73007,            0.017822,           0.0066547,           0.0026028,           0.0011787,           0.0011787,           0.0011787
                  93,            0.019967,           0.0079585,           0.0019489,              0.9762,             0.96883,             0.98477,             0.72987,            0.017825,           0.0066507,           0.0025785,           0.0011414,           0.0011414,           0.0011414
                  94,            0.020013,           0.0081265,           0.0018005,             0.97294,             0.96976,             0.98331,             0.72904,            0.017829,           0.0066461,           0.0026404,           0.0011084,           0.0011084,           0.0011084
                  95,            0.020013,           0.0080273,           0.0019994,             0.97069,             0.97475,              0.9833,             0.72922,            0.017846,           0.0066459,           0.0025931,           0.0010797,           0.0010797,           0.0010797
                  96,            0.019956,           0.0079356,           0.0019516,             0.96853,             0.97675,             0.98328,             0.72889,            0.017839,           0.0066461,           0.0025804,           0.0010554,           0.0010554,           0.0010554
                  97,            0.020015,           0.0079045,           0.0019109,             0.96699,             0.97888,             0.98349,             0.72804,            0.017836,           0.0066454,           0.0025949,           0.0010355,           0.0010355,           0.0010355
                  98,            0.020035,           0.0081224,           0.0019201,             0.96686,             0.97773,             0.98342,              0.7269,            0.017815,           0.0066364,           0.0026565,             0.00102,             0.00102,             0.00102
                  99,            0.019839,            0.007906,           0.0020803,             0.96515,             0.97703,             0.98312,             0.72625,            0.017825,           0.0066355,           0.0026816,           0.0010089,           0.0010089,           0.0010089
